,id,question,answers
2416,train_q2721,What Might A Financial Expert Tell You To Put Your Money Into? ,"{'stocks': 39, 'savings account': 27, 'cd': 10, 'bonds': 9, 'ira': 9, '401k': 4}"
2417,train_q2722,Which Foods Are You Most Likely To Grab For A Late Night Snack,"{'chips': 39, 'cookies': 24, 'ice cream': 11, 'pizza': 10, 'sandwich': 8, 'cereal': 5, 'popcorn': 3}"
2418,train_q2724,What’s The First Symptom You Get When Starting A Cold? ,"{'runny nose': 43, 'cough': 31, 'sneeze': 12, 'sore throat': 7, 'fever': 4, 'drowsiness': 3}"
2419,train_q2725,"When You’ve Had A Bad Day, Name Something You’re Told To Do To Make You Feel Better. ","{'lay down': 46, 'drink': 21, 'smile': 14, 'eat': 11, 'cry': 4, 'talk about it': 3}"
2420,train_q2726,Whose car would A Thief Be Unlikely To Steal,"{'police officer': 50, ""president's"": 23, ""his parent's"": 9, ""cab driver's"": 5}"
2421,train_q2727,What Kind Of Athlete Would Have An Unfair Advantage In A Roller Derby? ,"{'ice speed skater': 49, 'football player': 20, 'hockey player': 20, 'runner': 8}"
2422,train_q2728,Which Part Of A Newspaper Would A Teenager Likely Read First,"{'comics': 51, 'sports': 38, 'horoscope': 4, 'entertainment': 3}"
2423,train_q2729,Which Question Do You Think Is Asked The Most At A High School Reunion? ,"{'what do you do': 53, 'how are you': 16, 'kids': 10, 'married yet': 10, 'whoare you': 2, 'where do you live': 2}"
2424,train_q2730,What Word Would You Use To Describe A Very Attractive Person ,"{'hot': 28, 'beautiful': 24, 'sexy': 17, 'pretty': 6, 'gorgeous': 5, 'handsome': 4, 'cute': 4}"
2425,train_q2731,What Might An Overboard Soccer Mom Do At A Game That Causes Her To Be Thrown Out? ,"{'scream': 45, 'get into fight': 21, 'argue with ref': 17, 'swear': 7, 'insult players': 3, 'bother coach': 3}"
2426,train_q2732,What Might You Do To Avoid Being Approached By A Pushy Salesperson At A Car Lot? ,"{'walk away': 35, 'leave store': 24, 'no eye contact': 13, 'use cell phone': 11, 'hide': 7, 'ask to be alone': 4}"
2427,train_q2735,Which Profession is Least Likely To Have A Wild Night Life After Work ,"{'doctor': 36, 'police': 15, 'teacher': 11, 'lawyer': 11, 'accountant': 9, 'librarian': 7, 'clergy': 6}"
2428,train_q2736,Who Might You Pool Money With To Buy Lottery Tickets? ,"{'friend': 33, 'relative': 24, 'partner': 24, 'co workers': 17}"
2429,train_q2737,What Is The First Thing People Do If They Encounter A Bear In The Woods? ,"{'run away': 55, 'scream': 21, 'freeze': 16, 'hide': 4, 'shoot it': 3}"
2430,train_q2738,What Might A Poker Player Do To Make Bluffing Easier? ,"{'wear sunglasses': 50, 'kepp a straight face': 41, 'drink': 6, 'look away': 3}"
2431,train_q2739,Which Country Would You Want To Become The 51st American State? ,"{'canada': 39, 'mexico': 19, 'puerto rico': 14, 'england': 7, 'australia': 6, 'france': 6, 'italy': 5}"
2432,train_q2740,What Complaints Do People Make About The Christmas Holiday,"{'expense': 27, 'nosey pesky relatives': 24, 'traffic traveling': 20, 'crowds': 13, 'holiday food': 10}"
2433,train_q2741,Where Do You GoSpecificallyTo Find Peace And Quiet,"{'library': 36, 'bedroom': 26, 'bathroom': 15, 'park': 9, 'church': 7, 'beach': 3, 'spa': 3}"
2434,train_q2742,Which Part Of His Santa Costume Would A Mall Santa Be Humiliated To Lose While Working ,"{'beard': 53, 'pants': 24, 'wig': 11, 'hat': 4}"
2435,train_q2744,What Might You See Out Your Airplane Window? ,"{'sky clouds': 46, 'birds': 20, 'body of water': 9, 'land': 8, 'wings': 8, 'another plane': 3}"
2436,train_q2745,What Do Teenagers Do With Their Families At The Christmas Holiday That They Probably Would Be Embarassed To Have Known,"{'sing carols': 36, 'show affection': 25, 'dance': 18, 'play family games': 17, 'pose for pictures': 3}"
2437,train_q2746,What Do Bosses Let Slide On Fridays? ,"{'dress code': 37, 'leaving early': 24, 'being late': 21, 'workload': 13}"
2438,train_q2747,Why Might Someone Prefer Online Dating Over Meeting In A Bar? ,"{""they're shy"": 46, 'not just about looks': 17, ""it's safer"": 12, 'convenience': 11, 'people are sober': 5}"
2439,train_q2749,What Might You See In A Personals Ad That Would Make You Think It Was Placed By Superman? ,"{'can fly': 38, 'wears cape': 26, 'no kryptonite': 14, 'has xray vision': 8, 'strong': 6, 'hero': 4}"
2440,train_q2750,"While Looking For A New Home, What Would You Be Surprised To Find That A House Didn’t Have? ","{'bathroom': 51, 'kitchen': 15, 'roof': 10, 'garage': 9, 'doors': 5, 'basement': 4}"
2441,train_q2751,What Are Some Reasons That A Racecar Driver Might Lose A Race? ,"{'crash': 47, 'flat tire': 26, 'drives slow': 14, 'ran out of gas': 10}"
2442,train_q2752,Who makes the best burgers? ,"{""mcdonald's"": 14, 'burger king': 11, ""wendy's"": 9, 'in-n-out': 8, 'sonic': 6, 'mom': 5, 'checkers': 5, 'dairy queen': 5}"
2443,train_q2754,What Clubs Would You Imagine Bill Gates Was A Member Of In High School ,"{'computer': 0, 'chess': 25, 'math': 7}"
2444,train_q2756,Which breed of dog is the supermodel of dogs? ,"{'poodle': 29, 'german shephard': 10, 'great dane': 6, 'greyhound': 5, 'labrador retriever': 5, 'golden retriever': 5}"
2445,train_q2757,"When you're at a restaurant, name something you do NOT want to see your waiter do. ","{'send us your answers!': 10, 'picking their nose': 59}"
2446,train_q2759,What Do People Do While While Watching A Sports Game. ,"{'eat snacks': 0, 'cheer': 29, 'drink': 28}"
2447,train_q2760,We surveyed 100 men...Give me the name of a famous female sex symbol. ,"{'marilyn monroe': 26, 'pamela anderson': 9, 'angelina jolie': 8, 'sophia loren': 5, 'cindy crawford': 5}"
2448,train_q2761,What Might A Bankrobber Do In Order To Make An Escape? ,"{'run': 0, 'drive car': 34}"
2449,train_q2762,Who is the celebrity you would most hate to sit next to on a long flight? ,"{'roseanne barr': 12, 'jim carrey': 7}"
2450,train_q2764,Which cartoon character would you most want to hang out with. ,"{'bugs bunny': 28, 'scooby-doo': 18, 'mickey mouse': 13, 'bars simpson': 8}"
2451,train_q2765,Which occupation in America deserves to earn the most money? ,"{'teacher': 33, 'doctor': 12, 'police officer': 9, 'military': 5, 'firefighter': 4, 'mother': 4}"
2452,train_q2766,We surveyed 100 married women...Tell me something your husband does every weekend. ,"{'watch tv sports': 28, 'play sports fish': 14, 'sleep lounge': 11, 'do yard work': 6, 'drink': 6, 'housework laundry': 4}"
2453,train_q2767,"When a couple decides to cancel their wedding, who gets the first call? ","{'the parents': 61, 'preacher church': 17, 'the caterer': 15, 'wedding planner': 3, 'the bridal party': 2}"
2454,train_q2768,What would be the worst thing to have stolen from you? ,"{'money wallet': 33, 'car': 13, 'family spouse': 13, 'identity': 10, 'jewelry': 5, 'dignity integrity': 4, 'your life': 4}"
2455,train_q2769,Which Part Of The Body Can Be Used As A Weapon? ,"{'hand': 67, 'arms': 4}"
2456,train_q2771,Which school subject do you think is most useful in real life? ,"{'math': 43, 'english': 32, 'reading': 9, 'history': 4, 'science': 3}"
2457,train_q2772,Who's got the biggest ego in America? ,"{'president bush': 42, 'donald trump': 12, 'tom cruise': 9, 'bill clinton': 7, 'simon cowell': 3, 'paris hilton': 3}"
2458,train_q2774,"When money is tight, name something families postpone doing. ","{'vacation': 62, 'movie': 10, 'shopping': 9, 'eating out': 8, 'remodeling': 3, 'paying bills': 3}"
2459,train_q2775,What do most women expect most men to be really bad at? ,"{'cooking': 28, 'housework ironing': 17, 'making love': 5, 'decorating': 5, 'driving directions': 5, 'shopping': 5, 'child bearing': 4, 'dressing well': 4}"
2460,train_q2776,What would you hope doesn't break down just before you host a big party? ,"{'stereo': 34, 'fridge': 26, 'oven': 22, 'power': 4, 'bbq': 3}"
2461,train_q2777,Where do you think a kid might think a monster could be hiding? ,"{'under the bed': 56, 'closets': 39, 'basements': 5}"
2462,train_q2778,What do you like best about Sundays? ,"{'church': 41, 'sleeping': 30, 'watching tv': 9, 'family time': 8, 'no work': 7}"
2463,train_q2779,What kind of movies do you rent most? ,"{'comedy': 34, 'horror': 12, 'action adventure': 12, 'drama': 5, 'romance': 4, 'mystery thriller': 4}"
2464,train_q2780,We surveyed 100 men...Name something of yours that's dirty. ,"{'my clothes shoes': 64, 'my car': 15, 'my floor room': 6, 'my body': 4, 'my dishes': 4, 'my mind': 3}"
2465,train_q2781,What does a lazy person spend most of their time doing at work? ,"{'surfing the net': 35, 'talking': 14, 'avoiding work': 13, 'sitting': 10, 'sleeping': 6, 'playing games': 6}"
2466,train_q2782,What can you have layers of? ,"{'clothing': 36, 'skin': 20, 'cake': 17, 'fat': 14, 'hair': 5, 'blakets': 3}"
2467,train_q2784,What might the kids be doing in the backseat to make mom say she’s turning the car around? ,"{'fighting': 62, 'crying': 21, 'complaining': 9, 'kicking seat': 8}"
2468,train_q2785,What one thing about a vacation costs the most money? ,"{'lodging': 57, 'airfare': 19, 'food': 18, 'gas': 2}"
2469,train_q2786,What job might a mom be asking of her husband when she passes the baby and says “your turn”? ,"{'change diaper': 40, 'feed baby': 29, 'put baby to bed': 20}"
2470,train_q2789,Which airline employee probably has the most exciting work stories? ,"{'pilot': 47, 'flight attendant': 40, 'baggage checker': 7, 'traffic controller': 4}"
2471,train_q2790,What might your cell phone say to you if it could talk? ,"{'get off me': 23, 'charge me': 22, 'hello': 17, 'answer me': 15, 'stop texting': 13, 'shut up': 10}"
2472,train_q2791,"When toddlers feed themselves, where does most of the food go? ","{'on the floor': 37, 'clothes bibs': 28, 'on their faces': 18, 'on laps bodies': 8, 'high chair tray': 4, 'in their hair': 2}"
2473,train_q2792,What do people dislike the most about riding the bus? ,"{'crowded': 46, 'time spent': 14, 'smell': 9, 'waiting': 6, 'emissions': 5, 'noise': 4}"
2474,train_q2794,What would you do if you found a lost wallet at a store ,"{'return it': 49, 'keep it': 33}"
2475,train_q2795,"When you're on a plane flight, name something you worry the pilot is doing in the cockpit. ","{'sleeping': 51, 'drinking': 29, 'daydreaming': 8, 'reading': 5, 'smoking': 4}"
2476,train_q2796,What's the best way for a woman to defend herself from a mugger? ,"{'mace pepper spray': 38, 'hit kick him': 24, 'yell scream': 12, 'gun': 9}"
2477,train_q2798,What excuse do people use when they do not return phone calls? ,"{'busy': 42, ""didn't get message"": 19, 'forgot': 13, 'turned off': 4, 'late': 4, 'asleep': 3}"
2478,train_q2799,We surveyed 100 men...Tell me one household duty you just refuse to perform. ,"{'wash dishes': 27, 'clean bathroom': 23, 'do laundry': 12, 'mop scrub floor': 7, 'take out garbage': 6}"
2479,train_q2802,What is hell to you? ,"{'hot': 37, 'fire': 24, 'work': 17, 'the devil': 13, 'bad': 9}"
2480,train_q2804,What's the first thing making noise in the morning besides your alarm? ,"{'coffee maker': 25, 'birds': 23, 'children': 19, 'radio': 13, 'tv': 6, 'shower': 4, 'toilet': 3, 'spouse': 3, 'traffic': 2}"
2481,train_q2805,We surveyed 100 women...Name something you bought because it was guaranteed to turn a man on. ,"{'lingerie nightie': 55, 'perfume cologne': 28, 'sexy dress': 8, 'sexy high heels': 5}"
2482,train_q2806,When kids ask where babies come from name an answer that parents give. ,"{'the stork': 56, 'heaven': 16, 'a cabbage patch': 7, ""mom's tummy"": 7, 'the hospital': 6, 'santa claus': 3}"
2483,train_q2807,Who do you think is the most envied woman in the world? ,"{'angelina jolie': 35, 'oprah winfrey': 26, 'michelle obama': 10, 'paris hilton': 6, 'elizabeth taylor': 4, 'madonna': 3}"
2484,train_q2809,What are the most popular Gluten Free foods? ,"{'vegetables': 39, 'meat': 22, 'dairy': 14, 'rice': 11, 'fish': 8, 'eggs': 4, 'soy': 2}"
2485,train_q2811,"We surveyed 100 married women...If your husband asked you for a divorce Sunday night, what's the first thing you would do Monday morning? ","{'see lawyer file': 35, 'leave house': 17, 'kick him out': 12, 'clean out bank': 10, 'change locks': 7, 'ask him why?': 4}"
2486,train_q2812,Which of your bills seems to keep going up for no reason at all? ,"{'gas': 39, 'telephone': 29, 'cable': 12, 'credit cards': 10, 'food': 3}"
2487,train_q2814,What excuse would a kid give their teacher for not turning in their homework? ,"{'""dog ate it""': 54, '""forgot""': 19, '""was sick""': 11, '""lost it""': 7, '""computer broke""': 3, ""don't have books"": 3}"
2488,train_q2816,Which country has the smartest men? ,"{'united states': 55, 'china': 16, 'japan': 16, 'germany': 5, 'italy': 2}"
2489,train_q2817,Who do you think is presently the greatest American athlete? ,"{'tiger woods': 21, 'brett favre': 18, 'michael jordan': 14, 'lance armstrong': 10, 'alex rodriguez': 9, 'peyton manning': 3}"
2490,train_q2818,We surveyed 100 married women...Name something you wish your husband was an expert at doing. ,"{'fixing things car': 36, 'housework laundry': 16, 'cooking': 13, 'making money': 10, 'making love': 7, 'driving': 4, 'take care of kids': 3, 'yard work': 3}"
2491,train_q2819,"Apart from horses, name something you might see at a horse race. ","{'jockeys': 35, 'hats': 19, 'people': 12, 'bookies': 6, 'punters': 3}"
2492,train_q2820,According to women: What do men consider more important than marriage? ,"{'career': 28, 'money': 21, 'other women': 16, 'sports': 12, 'cars': 6, 'freedom': 4}"
2493,train_q2821,At what age are children the most rebellious? ,"{'16': 37, '13': 29, '15': 17, '12': 8, '2': 5}"
2494,train_q2822,At what age does a child first stay home alone? ,"{'12': 35, '13': 26, '10': 14, '14': 9, '11': 7, '15': 6}"
2495,train_q2824,According to single men: Name something you hate women giving you advice about. ,"{'women': 39, 'marriage': 21, 'clothes': 16, 'money': 9, 'parenting': 6, 'driving': 3}"
2496,train_q2825,After their parents say no name something kids do to get what they want. ,"{'cry whine': 53, 'beg': 12, 'tantrum scream': 9, 'ask someone else': 8, 'pout': 5}"
2497,train_q2826,At what age would most men like to get married? ,"{'thirty': 40, 'twenty-five': 18, 'thirty-five': 14, 'twenty-six': 6, 'twenty-eight': 5}"
2498,train_q2827,Besides Gamble Name Something People Do In Las Vegas,"{'drink': 37, 'get married': 28, 'eat': 16, 'see shows': 9, 'shop': 7}"
2499,train_q2828,"Besides A Book, Tell Me A Good Gift For Someone Who Loves To Read. ","{'mag. subscription': 35, 'book light': 23, 'e reader': 21, 'bookmark': 7, 'book shelf': 3}"
2500,train_q2829,"Besides A Wild Cat, Name Something That “Roars.” ","{'engine': 26, 'bear': 21, 'crowd': 19, 'waterfall water': 13, 'fire': 11, 'thunder': 8}"
2501,train_q2830,"Besides On Top Of A Flag Pole, Where Else Would You See The American Flag? ","{'school': 41, 'outside of house': 25, 'on a car': 18, 'side of a building': 9, 'display case': 3, 'on a uniform': 3}"
2502,train_q2831,Besides Clothes Name Something People Pack In Their Suitcase When Traveling,"{'toothbrush paste': 38, 'hairbrush comb': 16, 'hair dryer': 13, 'razor': 10, 'alarm clock': 9, 'make up': 8}"
2503,train_q2832,By What Method Might A Woman Make The Announcement That Shes Pregnant,"{'over dinner': 29, 'with a party': 21, 'in an email': 16, 'send out announcements': 13, 'by phone': 9, 'in person': 6}"
2504,train_q2834,"Besides Toys, Name Something A Kid Might Receive At Christmas. ","{'clothes': 53, 'books': 7, 'bike': 3}"
2505,train_q2835,"Besides Jewelry, Name Something A Person Might Wear Around Their Neck. ","{'scarf': 40, 'tie': 31, 'identification': 12, 'brace': 7, 'keys': 6, 'glasses': 3}"
2506,train_q2836,"Besides Video Games, Name Another Kind Of Game You Can Play At An Arcade. ","{'pinball': 44, 'foosball': 16, 'air hockey': 15, 'basket ball': 14, 'skee ball': 11}"
2507,train_q2837,"Besides money, name something you wish you had more of. ","{'time': 30, 'love': 16, 'room in house': 7, 'friends': 7, 'good health': 6, 'clothes': 6}"
2508,train_q2838,"Besides balls, name something a juggler might juggle: ","{'bowling pins': 50, 'fruit': 19, 'knives': 13, 'plates': 5, 'rings': 5}"
2509,train_q2839,"Beside people, name something you'd try to save if your house was on fire. ","{'pets': 29, 'pictures': 25, 'purse': 12, 'clothes': 10, 'important papers': 9}"
2510,train_q2840,"Besides skis, name something people use on a ski slope? ","{'snowboard': 60, 'poles': 25, 'lift': 5, 'sled': 3, 'snowmobile': 2, 'ski mask': 2}"
2511,train_q2841,"Besides food, name something you might find in a picnic basket. ","{'napkins': 30, 'beverages': 22, 'ants': 16, 'blanket': 7, 'silverware': 7, 'cups': 7}"
2512,train_q2842,"Besides a napkin, name something a person uses to wipe their mouth with. ","{'shirt': 24, 'paper towel': 17, 'handkerchief': 16, 'towel': 14, 'hands': 9, 'wet rag': 5}"
2513,train_q2844,"Besides Students, Name Something You See In Most High School Hallways. ","{'lockers': 69, 'teachers': 14}"
2514,train_q2845,Besides hot dogs name something a hot dog vendor might have on his cart. ,"{'mustard': 22, 'chips': 20, 'drinks': 18, 'buns': 13, 'ketchup': 10, 'relish': 6}"
2515,train_q2846,Complete this sentence: Most girls would love to go out with a guy who has a great... ,"{'personality': 37, 'body': 23, 'job big wallet': 17, 'car': 17, 'smile': 5}"
2516,train_q2847,"Complete the phrase, ""lost in..."" ","{'space': 40, 'translation': 23, 'love': 11, 'paradise': 10, 'thought': 6}"
2517,train_q2848,Despite Its Beauty Name A Reason Why You Wouldnt Want To Live In Hawaii,"{'too hot': 47, 'expensive': 24, 'volcano': 18, 'far away': 10}"
2518,train_q2849,Dogs chase cars. What do people chase? ,"{'people kids': 32, 'money': 20, 'dreams': 17, 'buses': 10, 'ambulances': 5, 'pets': 5}"
2519,train_q2850,"Excluding your fellow humans, name something you love dearly. ","{'pets': 76, 'days off': 6, 'food': 3, 'family photos': 2, 'naps': 2, 'home': 2}"
2520,train_q2851,Fill in the blank: There is nothing more important in life than ____. ,"{'love': 66, 'money': 5, 'family': 4, 'good health': 3, 'a friend': 3}"
2521,train_q2852,"Fact or fiction, name someone connected with an apple. ","{'adam and eve': 29, 'johnny appleseed': 26, 'snow white': 19, 'sir isaac newton': 9, 'william tell': 7, 'steve jobs': 5}"
2522,train_q2854,"Give me an everyday expression that uses the word ""dog."" ","{'dog days': 16, 'doggone it': 15, 'dog-eat-dog world': 14, ""what's up, dawg?"": 8, 'you dog': 6}"
2523,train_q2855,"Give me a saying that includes the word ""devil."" ","{'... made me do it': 29, 'devil may care': 9, ""devil's advocate"": 9, 'deviled eggs': 6, 'you little devil': 6, 'with a blue dress': 6}"
2524,train_q2856,"Give me a word or phrase beginning with the word ""mouth."" ","{'mouthwash': 45, 'mouth off': 15, 'mouth-to-mouth': 13, 'mouthpiece': 10, 'mouth of a river': 3, 'mouthguard': 3, 'mouthwatering': 3}"
2525,train_q2857,Give me a name for someone who has to know everybody's business. ,"{'""nosy""': 45, '""busy body""': 38, '""gossip""': 9, '""snoop""': 8}"
2526,train_q2858,Give me a slang term for someone who is afraid. ,"{'scaredy cat': 54, 'yellow belly': 23, 'wuss': 15, 'chicken': 8}"
2527,train_q2859,How Can You Tell The Jewelry Your Partner Gives You Is Made Of Fake Gold? ,"{'turns skin green': 56, 'bite it bendable': 30, 'scratches easily': 8, 'have it appraised': 3}"
2528,train_q2860,How many hours does it take to drive across your state? ,"{'6': 33, '4': 21, '8': 19, '3': 9, '12': 6, '5': 6, '10': 3}"
2529,train_q2861,"If There Was A Fire At The Zoo, Name An Animal A Fireman Would Have Trouble Carrying Out By Himself. ","{'elephant': 53, 'lion': 4}"
2530,train_q2862,"If A Husband Found Out That His Wife Had A Bad Day At Work, Name Something He Might Do To Make Her Feel Better. ","{'cook dinner': 48, 'give a massage': 17, 'giver her flowers': 16, 'prepare a bath': 8, 'take her out': 4, 'comfort her': 4}"
2531,train_q2864,"Instead Of A Dollar, What Might A Pirate’s Kid Find Under Her Pillow When She Loses A Tooth? ","{'gold coin': 45, 'eye patch': 28, 'sword': 14, 'hook': 8, 'jewels': 7, 'parrot': 5}"
2532,train_q2865,In Which Profession Might You Have A Large Assortment of Wigs? ,"{'actor': 42, 'hair stylist': 36, 'model': 11, 'clown': 6}"
2533,train_q2866,If Water Became As Expensive As Gas Name Something Youd Do A Lot Less Of,"{'shower': 31, 'drink': 18, 'water lawn': 17, 'laundry wash': 14, 'swim': 11, 'flush': 5}"
2534,train_q2867,If Your Car Could Talk Name Something It Might Complain About,"{'driving to fast': 26, 'wash me': 25, 'not enough gas': 14, 'being run too much': 10, 'irregular oil change': 8, 'too much weight': 5, 'left in the rain': 4}"
2535,train_q2868,If Your Boss Finds You Sleeping On The Job What Excuse Might You Give For Having Your Closed Eyes,"{'thinking  concentrating': 53, 'headache  allergies': 24, 'praying  meditating': 8, 'something in eye': 5, 'contact lens  dry eyes': 5}"
2536,train_q2869,If Youre Driving In The Middle Of No Where What Animal Might You See Crossing The Street,"{'deer': 50, 'cow': 24, 'moose': 10, 'rat': 3}"
2537,train_q2870,"If You Were Turned Into A Bee, Name Something You’d Have To Learn How To Do. ","{'make honey': 39, 'fly': 36, 'sting': 11, 'collect pollen': 9}"
2538,train_q2871,If A Person Is A Driver For A Living What Specific Type Of Vehicle Might He Drive? ,"{'semi truck': 34, 'bus': 25, 'limo': 16, 'race car': 11, 'taxi': 5}"
2539,train_q2872,If Fred Flintstone Was Your Neighbor Name Something You Wouldnt Ask To Borrow,"{'car': 45, 'clothes shoes': 24, 'food': 15, 'lawn mower': 8, 'phone': 3}"
2540,train_q2874,"If You Were Friends With Nancy Drew, What Might You Buy For Her Birthday? ","{'magnifying glass': 42, 'book': 38, 'notebook': 5, 'pen': 5, 'flashlight': 4, 'detectives hat': 4}"
2541,train_q2875,Instead Of Having A Shouting Match Name Another Tactic A Person Might Use To Win A Disagreement ,"{'silent treatment': 38, 'fight': 28, 'walk away': 17, 'cry': 13}"
2542,train_q2876,"If You Asked A Six-Year-Old, Name Something They’d Tell You About The Moon. ","{'made of cheese': 48, 'man lives in it': 17, 'round': 10, 'astronauts landed': 10, 'big': 7, 'bright': 5, 'far away': 0}"
2543,train_q2877,If You Lived On Sesame Street Which Character Would Get On Your Nerves,"{'big bird': 41, 'elmo': 19, 'oscar': 15, 'cookie monster': 14, 'ernie': 4, 'grover': 3, 'bert': 3}"
2544,train_q2878,"If Your License Has Expired, How Do You Get To The DMV To Renew It? ","{'bus': 25, 'drive anyway': 23, 'walk': 19, 'ask a friend': 16, 'take a cab': 11, 'bike': 4}"
2545,train_q2879,If Your blind date walked In And You Didnt Feel A Spark What Would YOu Do,"{'sneak out': 42, 'finish the date': 23, 'make up an excuse': 18, 'be honest': 10, 'hide': 3}"
2546,train_q2880,"If You Were Stranded With Other People On An Island, Which Useful Occupations Would You Want Them To Have? ","{'doctor': 45, 'carpentry': 23, 'cook': 19, 'farmer': 0}"
2547,train_q2881,"If your body could be fixed as easily as the body of a car, name a new part you'd want. ","{'abdomen': 24, 'chest': 9, 'back': 8, 'legs': 6, 'derriere': 6, 'eyes': 5}"
2548,train_q2882,"If You Were Running For President Of The United States, Tell Me An Issue You’d Be Expected To Take A Stand On. ","{'war': 25, 'taxes': 18}"
2549,train_q2884,"If You Wanted To Break Out Of Jail, Name Something You Might Tell Your Mom To Bake In A Cake. ","{'file': 0, 'hack saw': 29, 'chisel': 3}"
2550,train_q2885,"If all the talk show hosts were at a dinner party, who would monopolize the conversation? ","{'oprah winfrey': 36, 'dr. phil': 14, ""rosie o'donnell"": 6, 'barbara walters': 5, 'tyra banks': 5, 'jay leno': 4}"
2551,train_q2886,"If the tables were turned, name something about Dr. Phil a guest might criticize. ","{'arrogance': 29, 'baldness': 12, 'marriage': 10, 'weight': 7, 'voice': 6, 'expressions': 3}"
2552,train_q2887,"If You Were Married To An NBA Star, What Might You Have To Get On Your Tip Toes To Do. ","{'kiss': 52, 'hug': 25}"
2553,train_q2888,"If a 10-year-old became president, what's the first thing they would outlaw? ","{'school homework': 47, 'bedtime': 26, 'parents': 12, 'eating vegetables': 10}"
2554,train_q2889,"If you were called to take part in an amateur talent contest, name something you might do. ","{'sing': 60, 'dance': 18, 'tell jokes': 9, 'play instruments': 5, 'juggle': 4, 'read': 2}"
2555,train_q2890,If a man were intimidated by smart women where would he avoid looking for a date? ,"{'library': 67, 'college': 17, 'the office': 9}"
2556,train_q2891,"If King Kong were put in a zoo, name something the zoo would need. ","{'a big cage': 63, 'a lot of food': 11, 'high security': 10, 'chains': 6, 'tranquilizers': 4}"
2557,train_q2892,In public how can you show your partner your love without telling them? ,"{'kiss': 48, 'hug hold hands': 27, 'eye contact wink': 15, 'smile': 3}"
2558,train_q2894,"If you had the money, name something you'd take lessons to learn how to do. ","{'music singing': 47, 'dance lessons': 13, 'flying lessons': 10, 'skydiving lessons': 4, 'driving racing': 4}"
2559,train_q2895,"Instead of the usual instrumental music, what kind of music would you be surprised to hear playing in an elevator? ","{'rock': 44, 'rap': 37, 'heavy metal': 14, 'country': 3}"
2560,train_q2896,"If you were reincarnated as an animal, which animal would you like to be? ","{'dog': 27, 'bird': 18, 'cat': 16, 'lion': 6, 'tiger': 5, 'dolphin': 5, 'horse': 5, 'butterfly': 5}"
2561,train_q2897,"If you were told to evacuate your house immediately, what would be the first thing you would grab? ","{'purse money': 32, 'family': 29, 'pet': 10, 'photographs album': 9, 'clothes': 7, 'documents papers': 5}"
2562,train_q2898,If Doc were to examine the other 6 Dwarfs who might he suggest a prescription for? ,"{'sneezy': 31, 'sleepy': 24, 'grumpy': 22, 'dopey': 12, 'bashful': 9}"
2563,train_q2899,"Living or dead, name the most romantic singer. ","{'luther vandross': 21, 'frank sinatra': 12, 'usher': 7, 'barry white': 6, 'tony bennett': 5}"
2564,train_q2900,"Motor-Mouth is a one word of expression that ends in ""mouth"". Name another. ","{'big mouth': 32, 'loud mouth': 17, 'potty mouth': 12, 'dirty mouth': 8, 'blabber mouth': 6, 'bad mouth': 3}"
2565,train_q2901,Name Something People Do To Let You Know Theyre Bored,"{'yawn': 45, 'sigh': 22, 'sleep': 10, 'roll their eyes': 9, 'twiddle thumbs': 4, 'tap fingers': 3, 'look at watch': 3}"
2566,train_q2902,Name A Reason Other Than Hard Work That Your Boss Would Give You A Raise,"{'dating the boss': 24, 'on time  attendance': 16, 'blackmail': 12, 'sucking up': 5}"
2567,train_q2904,Name Something A Costume Character May Have To Remove Their Head To Do ,"{'eat': 56, 'get a drink': 17, 'talk': 12, 'breath': 9, 'see': 5}"
2568,train_q2905,Name A Place Where Its Okay To Be Loud,"{'concert': 48, 'outdoors': 16, 'bar': 14, 'party': 11, 'athletic event': 9}"
2569,train_q2906,Name Something A Teen Might Cover Up So Her Parents Don’t See It. ,"{'hickey': 46, 'tattoo': 24, 'piercing': 15, 'revealing clothes': 6, 'make up': 5, 'diary': 3}"
2570,train_q2907,Name A Coffee Drink People Order While Theyre Out But Cant Make At Home,"{'late': 62, 'esspresso': 17, 'mocha': 10, 'cappuccino': 10}"
2571,train_q2908,Name A Style Of Music That You’d Be Surprised To Hear That A Teenager Listened To. ,"{'classical': 43, 'country': 27, 'jazz': 19, 'opera': 9}"
2572,train_q2909,Name A School Supply That You Haven’t Used Since You Were Young. ,"{'crayon': 38, 'ruler': 25, 'pencil eraser': 18, 'paste glue': 11, 'compass': 5}"
2573,train_q2910,Name Something That A Person Might Ask To Have Signed ,"{'check': 33, 'photo': 13, 'contract': 12, 'shirt': 11, 'book': 10, 'ball': 6, 'petition': 6}"
2574,train_q2911,Name Something You See The Ground Littered With After The Carnival Has Move On (More Specific Than “Trash”). ,"{'popcorn': 41, 'food wrappers': 26, 'cups cans': 20, 'ticket stub': 8}"
2575,train_q2912,Name The Worst Thing About Being On Noah’s Ark. ,"{'crowded': 33, 'smell': 23, 'animals': 19, 'cleaning up': 6, 'storms': 6, 'boredom': 5}"
2576,train_q2914,Name Something Of Your That The Dog Likes To Play With. ,"{'shoes': 40, 'socks': 30, 'ball': 25, 'newspaper': 3}"
2577,train_q2915,Name A Kind Of Place Where You See People Killing Time,"{'mall store': 31, 'train bus stop': 23, 'airport': 12, 'bar': 11, 'work job': 9, 'restaurant': 8}"
